#TEXT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
id,strength,intelligence,speed,defense,health,energy,healRatio,criticalRatio,criticalDmg
#id,力量,智力,速度,防御,体力,初始能量,被治疗加成,暴击率,暴击伤害
1,10,10,10,10,10,0,0,0,0
2,99999,99999,99999,99999,99999,0,0,0,0
3,12,12,12,12,12,0,0,0,0
4,13,13,13,13,13,0,0,0,0
5,14,14,14,14,14,0,0,0,0
6,15,15,15,15,15,0,0,0,0
7,16,16,16,16,16,0,0,0,0
8,17,17,17,17,17,0,0,0,0
9,18,18,18,18,18,0,0,0,0
10,19,19,19,19,19,0,0,0,0
11,20,20,20,20,20,0,0,0,0
12,21,21,21,21,21,0,0,0,0
13,22,22,22,22,22,0,0,0,0
14,23,23,23,23,23,0,0,0,0
15,24,24,24,24,24,0,0,0,0
16,25,25,25,25,25,0,0,0,0
17,26,26,26,26,26,0,0,0,0
18,27,27,27,27,27,0,0,0,0
30001,0,0,0,0,10,0,0,0,0
30002,0,0,0,0,20,0,0,0,0
30003,0,0,0,0,40,0,0,0,0
30004,0,0,0,0,70,0,0,0,0
30005,0,0,0,0,100,0,0,0,0
30006,0,0,0,0,150,0,0,0,0
30007,0,10,0,0,0,0,0,0,0
30008,0,20,0,0,0,0,0,0,0
30009,0,40,0,0,0,0,0,0,0
30010,0,70,0,0,0,0,0,0,0
30011,0,100,0,0,0,0,0,0,0
30012,0,150,0,0,0,0,0,0,0
30013,10,0,0,0,0,0,0,0,0
30014,20,0,0,0,0,0,0,0,0
30015,40,0,0,0,0,0,0,0,0
30016,70,0,0,0,0,0,0,0,0
30017,100,0,0,0,0,0,0,0,0
30018,150,0,0,0,0,0,0,0,0
30019,0,0,0,10,0,0,0,0,0
30020,0,0,0,20,0,0,0,0,0
30021,0,0,0,40,0,0,0,0,0
30022,0,0,0,70,0,0,0,0,0
30023,0,0,0,100,0,0,0,0,0
30024,0,0,0,150,0,0,0,0,0
30025,0,0,10,0,0,0,0,0,0
30026,0,0,20,0,0,0,0,0,0
30027,0,0,40,0,0,0,0,0,0
30028,0,0,70,0,0,0,0,0,0
30029,0,0,100,0,0,0,0,0,0
30030,0,0,150,0,0,0,0,0,0
30031,0,0,0,0,0,0,0.01,0,0
30032,0,0,0,0,0,0,0.02,0,0
30033,0,0,0,0,0,0,0.04,0,0
30034,0,0,0,0,0,0,0.07,0,0
30035,0,0,0,0,0,0,0.1,0,0
30036,0,0,0,0,0,0,0.15,0,0
30037,0,0,0,0,0,0,0,0.01,0
30038,0,0,0,0,0,0,0,0.02,0
30039,0,0,0,0,0,0,0,0.04,0
30040,0,0,0,0,0,0,0,0.07,0
30041,0,0,0,0,0,0,0,0.1,0
30042,0,0,0,0,0,0,0,0.15,0
30043,0,0,0,0,0,10,0,0,0
30044,0,0,0,0,0,20,0,0,0
30045,0,0,0,0,0,40,0,0,0
30046,0,0,0,0,0,70,0,0,0
30047,0,0,0,0,0,100,0,0,0
30048,0,0,0,0,0,150,0,0,0
30049,0,0,0,0,0,0,0,0,0.01
30050,0,0,0,0,0,0,0,0,0.02
30051,0,0,0,0,0,0,0,0,0.04
30052,0,0,0,0,0,0,0,0,0.07
30053,0,0,0,0,0,0,0,0,0.1
30054,0,0,0,0,0,0,0,0,0.15
101,6.722222222,6.722222222,0,0,0,0,0,0,0
102,10.32777778,10.32777778,0,0,0,0,0,0,0
103,16.19444444,16.19444444,0,0,0,0,0,0,0
104,40.94444444,40.94444444,0,0,0,0,0,0,0
105,89.46666667,89.46666667,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0
201,0,0,0,0,29.77777778,0,0,0,0
202,0,0,0,0,45.68888889,0,0,0,0
203,0,0,0,0,71.64444444,0,0,0,0
204,0,0,0,0,180.8,0,0,0,0
205,0,0,0,0,394.8444444,0,0,0,0
206,0,0,0,0,0,0,0,0,0
301,0,0,0,7.133333333,0,0,0,0,0
302,0,0,0,10.86666667,0,0,0,0,0
303,0,0,0,17.06666667,0,0,0,0,0
304,0,0,0,43.06666667,0,0,0,0,0
305,0,0,0,94.13333333,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0
401,0,0,0,5.35,0,0,0,0,0
402,0,0,0,8.15,0,0,0,0,0
403,0,0,0,12.8,0,0,0,0,0
404,0,0,0,32.3,0,0,0,0,0
405,0,0,0,70.6,0,0,0,0,0
406,0,0,0,0,0,0,0,0,0
501,0,0,0,0,18.61111111,0,0,0,0
502,0,0,0,0,28.55555556,0,0,0,0
503,0,0,0,0,44.77777778,0,0,0,0
504,0,0,0,0,113,0,0,0,0
505,0,0,0,0,246.7777778,0,0,0,0
506,0,0,0,0,0,0,0,0,0
601,0,0,0,1.188888889,7.444444444,0,0,0,0
602,0,0,0,1.811111111,11.42222222,0,0,0,0
603,0,0,0,2.844444444,17.91111111,0,0,0,0
604,0,0,0,7.177777778,45.2,0,0,0,0
605,0,0,0,15.68888889,98.71111111,0,0,0,0
606,0,0,0,0,0,0,0,0,0
701,9.777777778,4.888888889,0,0,0,0,0,0,0
702,15.02222222,7.511111111,0,0,0,0,0,0,0
703,23.55555556,11.77777778,0,0,0,0,0,0,0
704,59.55555556,29.77777778,0,0,0,0,0,0,0
705,130.1333333,65.06666667,0,0,0,0,0,0,0
706,0,0,0,0,0,0,0,0,0
801,18.61111111,0,0,0,0,0,0,0,0
802,28.55555556,0,0,0,0,0,0,0,0
803,44.77777778,0,0,0,0,0,0,0,0
804,113,0,0,0,0,0,0,0,0
805,246.7777778,0,0,0,0,0,0,0,0
806,0,0,0,0,0,0,0,0,0
901,0,0,0,4.755555556,0,0,0,0,0
902,0,0,0,7.244444444,0,0,0,0,0
903,0,0,0,11.37777778,0,0,0,0,0
904,0,0,0,28.71111111,0,0,0,0,0
905,0,0,0,62.75555556,0,0,0,0,0
906,0,0,0,0,0,0,0,0,0
1001,2.444444444,0,0,3.566666667,0,0,0,0,0
1002,3.755555556,0,0,5.433333333,0,0,0,0,0
1003,5.888888889,0,0,8.533333333,0,0,0,0,0
1004,14.88888889,0,0,21.53333333,0,0,0,0,0
1005,32.53333333,0,0,47.06666667,0,0,0,0,0
1006,0,0,0,0,0,0,0,0,0
1101,0,1.222222222,0,0,14.88888889,0,0,0,0
1102,0,1.877777778,0,0,22.84444444,0,0,0,0
1103,0,2.944444444,0,0,35.82222222,0,0,0,0
1104,0,7.444444444,0,0,90.4,0,0,0,0
1105,0,16.26666667,0,0,197.4222222,0,0,0,0
1106,0,0,0,0,0,0,0,0,0
1201,4.888888889,0,0,0,3.722222222,0,0,0,0
1202,7.511111111,0,0,0,5.711111111,0,0,0,0
1203,11.77777778,0,0,0,8.955555556,0,0,0,0
1204,29.77777778,0,0,0,22.6,0,0,0,0
1205,65.06666667,0,0,0,49.35555556,0,0,0,0
1206,0,0,0,0,0,0,0,0,0
1301,4.888888889,9.777777778,0,0,0,0,0,0,0
1302,7.511111111,15.02222222,0,0,0,0,0,0,0
1303,11.77777778,23.55555556,0,0,0,0,0,0,0
1304,29.77777778,59.55555556,0,0,0,0,0,0,0
1305,65.06666667,130.1333333,0,0,0,0,0,0,0
1306,0,0,0,0,0,0,0,0,0
1401,0,0,0,0,18.61111111,0,0,0,0
1402,0,0,0,0,28.55555556,0,0,0,0
1403,0,0,0,0,44.77777778,0,0,0,0
1404,0,0,0,0,113,0,0,0,0
1405,0,0,0,0,246.7777778,0,0,0,0
1406,0,0,0,0,0,0,0,0,0
1501,0,0,0,4.755555556,0,0,0,0,0
1502,0,0,0,7.244444444,0,0,0,0,0
